No,Formatted_Name,Name,Pokedex_Entry,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Lvl100_Cost,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total
289,Slaking,slaking,"SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKéMON reluctantly moves to another spot.",3,2,130.5,Normal,,Truant,,,Brown,50,50,0,15,Ground,,45,285,1250000,Ordinary,150,160,100,95,65,100,670
290,Nincada,nincada,NINCADA lives underground for many years in complete darkness. This POKéMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.,3,0.5,5.5,Bug,Ground,Compound Eyes,,Run Away,Gray,50,50,0,15,Bug,,255,53,600000,Ordinary,31,45,90,30,30,40,266
291,Ninjask,ninjask,"NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKéMON was long believed to be invisible.",3,0.8,12,Bug,Flying,Speed Boost,,Infiltrator,Yellow,50,50,0,15,Bug,,120,160,600000,Ordinary,61,90,45,50,50,160,456
292,Shedinja,shedinja,"SHEDINJA's hard body doesn't move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back.",3,0.8,1.2,Bug,Ghost,Wonder Guard,,,Brown,0,0,100,15,Mineral,,45,83,600000,Ordinary,1,90,45,30,30,40,236
293,Whismur,whismur,"Normally, WHISMUR's voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKéMON senses danger, it starts crying at an earsplitting volume.",3,0.6,16.3,Normal,,Soundproof,,Rattled,Pink,50,50,0,20,Monster,Ground,190,48,1059860,Ordinary,64,51,23,51,23,28,240
294,Loudred,loudred,LOUDRED's bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKéMON's round ears serve as loudspeakers.,3,1,40.5,Normal,,Soundproof,,Scrappy,Blue,50,50,0,20,Monster,Ground,120,126,1059860,Ordinary,84,71,43,71,43,48,360
295,Exploud,exploud,"EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKéMON violently inhales from the ports on its body, it's a sign that it is preparing to let loose a huge bellow.",3,1.5,84,Normal,,Soundproof,,Scrappy,Blue,50,50,0,20,Monster,Ground,45,245,1059860,Ordinary,104,91,63,91,73,68,490
296,Makuhita,makuhita,"MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this POKéMON stores more energy in its body for evolving.",3,1,86.4,Fighting,,Thick Fat,Guts,Sheer Force,Yellow,75,25,0,20,Human-Like,,180,47,1640000,Ordinary,72,60,30,20,30,25,237
297,Hariyama,hariyama,"HARIYAMA practices its straight-arm slaps in any number of locations. One hit of this POKéMON's powerful, openhanded, straight-arm punches could snap a telephone pole in two.",3,2.3,253.8,Fighting,,Thick Fat,Guts,Sheer Force,Brown,75,25,0,20,Human-Like,,200,166,1640000,Ordinary,144,120,60,40,60,50,474
298,Azurill,azurill,"AZURILL spins its tail as if it were a lasso, then hurls it far. The momentum of the throw sends its body flying, too. Using this unique action, one of these POKéMON managed to hurl itself a record 33 feet.",3,0.2,2,Normal,Fairy,Thick Fat,Huge Power,Sap Sipper,Blue,25,75,0,10,Undiscovered,,150,38,800000,Ordinary,50,20,40,20,40,20,190
299,Nosepass,nosepass,"NOSEPASS's magnetic nose is always pointed to the north. If two of these POKéMON meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another.",3,1,97,Rock,,Sturdy,Magnet Pull,Sand Force,Gray,50,50,0,20,Mineral,,255,75,1000000,Ordinary,30,45,135,45,90,30,375
300,Skitty,skitty,SKITTY has the habit of becoming fascinated by moving objects and chasing them around. This POKéMON is known to chase after its own tail and become dizzy.,3,0.6,11,Normal,,Cute Charm,Normalize,Wonder Skin,Pink,25,75,0,15,Ground,Fairy,255,52,800000,Ordinary,50,45,45,35,35,50,260
301,Delcatty,delcatty,"DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this POKéMON eats and sleeps whenever it decides, its daily routines are completely random.",3,1.1,32.6,Normal,,Cute Charm,Normalize,Wonder Skin,Purple,25,75,0,15,Ground,Fairy,60,140,800000,Ordinary,70,65,65,55,55,90,400
302,Sableye,sableye,"SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKéMON are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness.",3,0.5,11,Dark,Ghost,Keen Eye,Stall,Prankster,Purple,50,50,0,25,Human-Like,,45,133,1059860,Ordinary,50,75,75,65,65,50,380
303,Mawile,mawile,"MAWILE's huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, MAWILE chomps it with its gaping jaws.",3,0.6,11.5,Steel,Fairy,Hyper Cutter,Intimidate,Sheer Force,Black,50,50,0,20,Ground,Fairy,45,133,800000,Ordinary,50,85,85,55,55,50,380
304,Aron,aron,"This POKéMON has a body of steel. To make its body, ARON feeds on iron ore that it digs from mountains. Occasionally, it causes major trouble by eating bridges and rails.",3,0.4,60,Steel,Rock,Sturdy,Rock Head,Heavy Metal,Gray,50,50,0,35,Monster,,180,66,1250000,Ordinary,50,70,100,40,40,30,330
305,Lairon,lairon,LAIRON tempers its steel body by drinking highly nutritious mineral springwater until it is bloated. This POKéMON makes its nest close to springs of delicious water.,3,0.9,120,Steel,Rock,Sturdy,Rock Head,Heavy Metal,Gray,50,50,0,35,Monster,,90,151,1250000,Ordinary,60,90,140,50,50,40,430
306,Aggron,aggron,AGGRON claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This POKéMON vigilantly patrols its territory at all times.,3,2.1,360,Steel,Rock,Sturdy,Rock Head,Heavy Metal,Gray,50,50,0,35,Monster,,45,265,1250000,Ordinary,70,110,180,60,60,50,530
307,Meditite,meditite,"MEDITITE undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this POKéMON always loses its concentration and focus. As a result, its training never ends.",3,0.6,11.2,Fighting,Psychic,Pure Power,,Telepathy,Blue,50,50,0,20,Human-Like,,180,56,1000000,Ordinary,30,40,55,40,55,60,280
308,Medicham,medicham,"It is said that through meditation, MEDICHAM heightens energy inside its body and sharpens its sixth sense. This POKéMON hides its presence by merging itself with fields and mountains.",3,1.3,31.5,Fighting,Psychic,Pure Power,,Telepathy,Red,50,50,0,20,Human-Like,,90,144,1000000,Ordinary,60,60,75,60,75,80,410
309,Electrike,electrike,ELECTRIKE stores electricity in its long body hair. This POKéMON stimulates its leg muscles with electric charges. These jolts of power give its legs explosive acceleration performance.,3,0.6,15.2,Electric,,Static,Lightning Rod,Minus,Green,50,50,0,20,Ground,,120,59,1250000,Ordinary,40,45,40,65,40,65,295
310,Manectric,manectric,"MANECTRIC is constantly discharging electricity from its mane. The sparks sometimes ignite forest fires. When it enters a battle, this POKéMON creates thunderclouds.",3,1.5,40.2,Electric,,Static,Lightning Rod,Minus,Yellow,50,50,0,20,Ground,,45,166,1250000,Ordinary,70,75,60,105,60,105,475
311,Plusle,plusle,"PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this POKéMON shorts out its body to create the crackling noises of sparks to show its joy.",3,0.4,4.2,Electric,,Plus,,Lightning Rod,Yellow,50,50,0,20,Fairy,,200,142,1000000,Ordinary,60,50,40,85,75,95,405
312,Minun,minun,MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.,3,0.4,4.2,Electric,,Minus,,Volt Absorb,Yellow,50,50,0,20,Fairy,,200,142,1000000,Ordinary,60,40,50,75,85,95,405
313,Volbeat,volbeat,"With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This POKéMON is attracted by the sweet aroma of ILLUMISE.",3,0.7,17.7,Bug,,Illuminate,Swarm,Prankster,Gray,100,0,0,15,Bug,Human-Like,150,151,600000,Ordinary,65,73,75,47,85,85,430
314,Illumise,illumise,"ILLUMISE attracts a swarm of VOLBEAT using a sweet fragrance. Once the VOLBEAT have gathered, this POKéMON leads the lit-up swarm in drawing geometric designs on the canvas of the night sky.",3,0.6,17.7,Bug,,Oblivious,Tinted Lens,Prankster,Purple,0,100,0,15,Bug,Human-Like,150,151,1640000,Ordinary,65,47,75,73,85,85,430
315,Roselia,roselia,ROSELIA shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this POKéMON brings serenity to living things.,3,0.3,2,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,Green,50,50,0,20,Fairy,Grass,150,140,1059860,Ordinary,50,60,45,100,80,65,400
316,Gulpin,gulpin,"Virtually all of GULPIN's body is its stomach. As a result, it can swallow something its own size. This POKéMON's stomach contains a special fluid that digests anything.",3,0.4,10.3,Poison,,Liquid Ooze,Sticky Hold,Gluttony,Green,50,50,0,20,Amorphous,,225,60,1640000,Ordinary,70,43,53,43,53,40,302
317,Swalot,swalot,"When SWALOT spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this POKéMON gulps it down whole with its cavernous mouth.",3,1.7,80,Poison,,Liquid Ooze,Sticky Hold,Gluttony,Purple,50,50,0,20,Amorphous,,75,163,1640000,Ordinary,100,73,83,73,83,55,467
318,Carvanha,carvanha,CARVANHA's strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this POKéMON.,3,0.8,20.8,Water,Dark,Rough Skin,,Speed Boost,Red,50,50,0,20,Water2,,225,61,1250000,Ordinary,45,90,20,65,20,65,305
319,Sharpedo,sharpedo,"Nicknamed ‚Äúthe bully of the sea,‚Äù SHARPEDO is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these POKéMON can thoroughly tear apart a supertanker.",3,1.8,88.8,Water,Dark,Rough Skin,,Speed Boost,Blue,50,50,0,20,Water2,,60,161,1250000,Ordinary,70,120,40,95,40,95,460
320,Wailmer,wailmer,WAILMER's nostrils are located above its eyes. This playful POKéMON loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils.,3,2,130,Water,,Water Veil,Oblivious,Pressure,Blue,50,50,0,40,Ground,Water2,125,80,1640000,Ordinary,130,70,35,70,35,60,400
321,Wailord,wailord,"WAILORD is the largest of all identified POKéMON up to now. This giant POKéMON swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.",3,14.5,398,Water,,Water Veil,Oblivious,Pressure,Blue,50,50,0,40,Ground,Water2,60,175,1640000,Ordinary,170,90,45,90,45,60,500
322,Numel,numel,"NUMEL is extremely dull witted - it doesn't notice being hit. However, it can't stand hunger for even a second. This POKéMON's body is a seething cauldron of boiling magma.",3,0.7,24,Fire,Ground,Oblivious,Simple,Own Tempo,Yellow,50,50,0,20,Ground,,255,61,1000000,Ordinary,60,60,40,65,45,35,305
323,Camerupt,camerupt,"CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this POKéMON's back erupt, spewing the superheated magma.",3,1.9,220,Fire,Ground,Magma Armor,Solid Rock,Anger Point,Red,50,50,0,20,Ground,,150,161,1000000,Ordinary,70,100,70,105,75,40,460
324,Torkoal,torkoal,"TORKOAL digs through mountains in search of coal. If it finds some, it fills hollow spaces on its shell with the coal and burns it. If it is attacked, this POKéMON spouts thick black smoke to beat a retreat.",3,0.5,80.4,Fire,,White Smoke,Drought,Shell Armor,Brown,50,50,0,20,Ground,,90,165,1000000,Ordinary,70,85,140,85,70,20,470
325,Spoink,spoink,"SPOINK bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this POKéMON cannot afford to stop bouncing - if it stops, its heart will stop.",3,0.7,30.6,Psychic,,Thick Fat,Own Tempo,Gluttony,Black,50,50,0,20,Ground,,255,66,800000,Ordinary,60,25,35,70,80,60,330
326,Grumpig,grumpig,"GRUMPIG uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this POKéMON uses its special power, its snorting breath grows labored.",3,0.9,71.5,Psychic,,Thick Fat,Own Tempo,Gluttony,Purple,50,50,0,20,Ground,,60,165,800000,Ordinary,80,45,65,90,110,80,470
327,Spinda,spinda,"All the SPINDA that exist in the world are said to have utterly unique spot patterns. The shaky, tottering steps of this POKéMON give it the appearance of dancing.",3,1.1,5,Normal,,Own Tempo,Tangled Feet,Contrary,Brown,50,50,0,15,Ground,Human-Like,255,126,800000,Ordinary,60,60,60,60,60,60,360
328,Trapinch,trapinch,"TRAPINCH's nest is a sloped, bowl-like pit dug in sand. This POKéMON patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders.",3,0.7,15,Ground,,Hyper Cutter,Arena Trap,Sheer Force,Brown,50,50,0,20,Bug,Dragon,255,58,1059860,Ordinary,45,100,45,45,45,10,290
329,Vibrava,vibrava,"To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKéMON's ultrasonic waves are so powerful, they can bring on headaches in people.",3,1.1,15.3,Ground,Dragon,Levitate,,,Green,50,50,0,20,Bug,Dragon,120,119,1059860,Ordinary,50,70,50,50,50,70,340
330,Flygon,flygon,"FLYGON is nicknamed ‚Äúthe elemental spirit of the desert.‚Äù Because its flapping wings whip up a cloud of sand, this POKéMON is always enveloped in a sandstorm while flying.",3,2,82,Ground,Dragon,Levitate,,,Green,50,50,0,20,Bug,Dragon,45,260,1059860,Ordinary,80,100,80,80,80,100,520
331,Cacnea,cacnea,"CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this POKéMON shoots sharp thorns from its body to bring the victim down.",3,0.4,51.3,Grass,,Sand Veil,,Water Absorb,Green,50,50,0,20,Grass,Human-Like,190,67,1059860,Ordinary,50,85,40,85,40,35,335
332,Cacturne,cacturne,"During the daytime, CACTURNE remains unmoving so that it does not lose any moisture to the harsh desert sun. This POKéMON becomes active at night when the temperature drops.",3,1.3,77.4,Grass,Dark,Sand Veil,,Water Absorb,Green,50,50,0,20,Grass,Human-Like,60,166,1059860,Ordinary,70,115,60,115,60,55,475
333,Swablu,swablu,SWABLU has light and fluffy wings that are like cottony clouds. This POKéMON is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.,3,0.4,1.2,Normal,Flying,Natural Cure,,Cloud Nine,Blue,50,50,0,20,Flying,Dragon,255,62,600000,Ordinary,45,40,60,40,75,50,310
334,Altaria,altaria,"ALTARIA dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this POKéMON makes its listeners experience dreamy wonderment.",3,1.1,20.6,Dragon,Flying,Natural Cure,,Cloud Nine,Blue,50,50,0,20,Flying,Dragon,45,172,600000,Ordinary,75,70,90,70,105,80,490
335,Zangoose,zangoose,Memories of battling its arch-rival SEVIPER are etched into every cell of ZANGOOSE's body. This POKéMON adroitly dodges attacks with incredible agility.,3,1.3,40.3,Normal,,Immunity,,Toxic Boost,White,50,50,0,20,Ground,,90,160,600000,Ordinary,73,115,60,60,60,90,458
336,Seviper,seviper,SEVIPER shares a generations-long feud with ZANGOOSE. The scars on its body are evidence of vicious battles. This POKéMON attacks using its sword-edged tail.,3,2.7,52.5,Poison,,Shed Skin,,Infiltrator,Black,50,50,0,20,Ground,Dragon,90,160,1640000,Ordinary,73,100,60,100,60,65,458
337,Lunatone,lunatone,"LUNATONE was discovered at a location where a meteorite fell. As a result, some people theorize that this POKéMON came from space. However, no one has been able to prove this theory so far.",3,1,168,Rock,Psychic,Levitate,,,Yellow,0,0,100,25,Mineral,,45,161,800000,Ordinary,90,55,65,95,85,70,460
338,Solrock,solrock,"SOLROCK is a new species of POKéMON that is said to have fallen from space. It floats in air and moves silently. In battle, this POKéMON releases intensely bright light.",3,1.2,154,Rock,Psychic,Levitate,,,Red,0,0,100,25,Mineral,,45,161,800000,Ordinary,90,95,85,55,65,70,460
339,Barboach,barboach,"BARBOACH's sensitive whiskers serve as a superb radar system. This POKéMON hides in mud, leaving only its two whiskers exposed while it waits for prey to come along.",3,0.4,1.9,Water,Ground,Oblivious,Anticipation,Hydration,Gray,50,50,0,20,Water2,,190,58,1000000,Ordinary,50,48,43,46,41,60,288
340,Whiscash,whiscash,"WHISCASH is extremely territorial. Just one of these POKéMON will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake.",3,0.9,23.6,Water,Ground,Oblivious,Anticipation,Hydration,Blue,50,50,0,20,Water2,,75,164,1000000,Ordinary,110,78,73,76,71,60,468
341,Corphish,corphish,CORPHISH were originally foreign POKéMON that were imported as pets. They eventually turned up in the wild. This POKéMON is very hardy and has greatly increased its population.,3,0.6,11.5,Water,,Hyper Cutter,Shell Armor,Adaptability,Red,50,50,0,15,Water1,Water3,205,62,1640000,Ordinary,43,80,65,50,35,35,308
342,Crawdaunt,crawdaunt,"CRAWDAUNT has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this POKéMON, making them desolate places.",3,1.1,32.8,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,Red,50,50,0,15,Water1,Water3,155,164,1640000,Ordinary,63,120,85,90,55,55,468
343,Baltoy,baltoy,BALTOY moves while spinning around on its one foot. Primitive wall paintings depicting this POKéMON living among people were discovered in some ancient ruins.,3,0.5,21.5,Ground,Psychic,Levitate,,,Brown,0,0,100,20,Mineral,,255,60,1000000,Ordinary,40,40,55,40,70,55,300
344,Claydol,claydol,CLAYDOL are said to be dolls of mud made by primitive humans and brought to life by exposure to a mysterious ray. This POKéMON moves about while levitating.,3,1.5,108,Ground,Psychic,Levitate,,,Black,0,0,100,20,Mineral,,90,175,1000000,Ordinary,60,70,105,70,120,75,500
345,Lileep,lileep,LILEEP became extinct approximately a hundred million years ago. This ancient POKéMON attaches itself to a rock on the seafloor and catches approaching prey using tentacles shaped like flower petals.,3,1,23.8,Rock,Grass,Suction Cups,,Storm Drain,Purple,87.5,12.5,0,30,Water3,,45,71,600000,Ordinary,66,41,77,61,87,23,355
346,Cradily,cradily,CRADILY roams around the ocean floor in search of food. This POKéMON freely extends its tree trunk-like neck and captures unwary prey using its eight tentacles.,3,1.5,60.4,Rock,Grass,Suction Cups,,Storm Drain,Green,87.5,12.5,0,30,Water3,,45,173,600000,Ordinary,86,81,97,81,107,43,495
347,Anorith,anorith,ANORITH was regenerated from a prehistoric fossil. This primitive POKéMON once lived in warm seas. It grips its prey firmly between its two large claws.,3,0.7,12.5,Rock,Bug,Battle Armor,,Swift Swim,Gray,87.5,12.5,0,30,Water3,,45,71,600000,Ordinary,45,95,50,40,50,75,355
348,Armaldo,armaldo,ARMALDO's tough armor makes all attacks bounce off. This POKéMON's two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab.,3,1.5,68.2,Rock,Bug,Battle Armor,,Swift Swim,Gray,87.5,12.5,0,30,Water3,,45,173,600000,Ordinary,75,125,100,70,80,45,495
349,Feebas,feebas,"FEEBAS's fins are ragged and tattered from the start of its life. Because of its shoddy appearance, this POKéMON is largely ignored. It is capable of living in both the sea and in rivers.",3,0.6,7.4,Water,,Swift Swim,Oblivious,Adaptability,Brown,50,50,0,20,Water1,Dragon,255,40,600000,Ordinary,20,15,20,10,55,80,200
350,Milotic,milotic,MILOTIC is said to be the most beautiful of all the POKéMON. It has the power to becalm such emotions as anger and hostility to quell bitter feuding.,3,6.2,162,Water,,Marvel Scale,Competitive,Cute Charm,Pink,50,50,0,20,Water1,Dragon,60,189,600000,Ordinary,95,60,79,100,125,81,540
351,Castform,castform,CASTFORM's appearance changes with the weather. This POKéMON gained the ability to use the vast power of nature to protect its tiny body.,3,0.3,0.8,Normal,,Forecast,,,Gray,50,50,0,25,Fairy,Amorphous,45,147,1000000,Ordinary,70,70,70,70,70,70,420
352,Kecleon,kecleon,KECLEON is capable of changing its body colors at will to blend in with its surroundings. There is one exception - this POKéMON can't change the zigzag pattern on its belly.,3,1,22,Normal,,Color Change,,Protean,Green,50,50,0,20,Ground,,200,154,1059860,Ordinary,60,90,70,60,120,40,440
353,Shuppet,shuppet,"SHUPPET is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this POKéMON will appear in a swarm and line up beneath the eaves of that person's home.",3,0.6,2.3,Ghost,,Insomnia,Frisk,Cursed Body,Black,50,50,0,25,Amorphous,,225,59,800000,Ordinary,44,75,35,63,33,45,295
354,Banette,banette,BANETTE generates energy for laying strong curses by sticking pins into its own body. This POKéMON was originally a pitiful plush doll that was thrown away.,3,1.1,12.5,Ghost,,Insomnia,Frisk,Cursed Body,Black,50,50,0,25,Amorphous,,45,159,800000,Ordinary,64,115,65,83,63,65,455
355,Duskull,duskull,"DUSKULL can pass through any wall no matter how thick it may be. Once this POKéMON chooses a target, it will doggedly pursue the intended victim until the break of dawn.",3,0.8,15,Ghost,,Levitate,,Frisk,Black,50,50,0,25,Amorphous,,190,59,800000,Ordinary,20,40,90,30,90,25,295
356,Dusclops,dusclops,"DUSCLOPS's body is completely hollow - there is nothing at all inside. It is said that its body is like a black hole. This POKéMON will absorb anything into its body, but nothing will ever come back out.",3,1.6,30.6,Ghost,,Pressure,,Frisk,Black,50,50,0,25,Amorphous,,90,159,800000,Ordinary,40,70,130,60,130,25,455
357,Tropius,tropius,"The bunches of fruit around TROPIUS's neck are very popular with children. This POKéMON loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.",3,2,100,Grass,Flying,Chlorophyll,Solar Power,Harvest,Green,50,50,0,25,Monster,Grass,200,161,1250000,Ordinary,99,68,83,72,87,51,460
358,Chimecho,chimecho,"CHIMECHO makes its cries echo inside its hollow body. When this POKéMON becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.",3,0.6,1,Psychic,,Levitate,,,Blue,50,50,0,25,Amorphous,,45,159,800000,Ordinary,75,50,80,95,90,65,455
359,Absol,absol,"Every time ABSOL appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster POKéMON.",3,1.2,47,Dark,,Pressure,Super Luck,Justified,White,50,50,0,25,Ground,,30,163,1059860,Ordinary,65,130,60,75,60,75,465
360,Wynaut,wynaut,"WYNAUT can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this POKéMON will be slapping the ground with its tail.",3,0.6,14,Psychic,,Shadow Tag,,Telepathy,Blue,50,50,0,20,Undiscovered,,125,52,1000000,Ordinary,95,23,48,23,48,23,260
361,Snorunt,snorunt,"SNORUNT live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this POKéMON steals away to live quietly among stalactites and stalagmites deep in caverns.",3,0.7,16.8,Ice,,Inner Focus,Ice Body,Moody,Gray,50,50,0,20,Fairy,Mineral,190,60,1000000,Ordinary,50,50,50,50,50,50,300
362,Glalie,glalie,"GLALIE has a body made of rock, which it hardens with an armor of ice. This POKéMON has the ability to freeze moisture in the atmosphere into any shape it desires.",3,1.5,256.5,Ice,,Inner Focus,Ice Body,Moody,Gray,50,50,0,20,Fairy,Mineral,75,168,1000000,Ordinary,80,80,80,80,80,80,480
363,Spheal,spheal,"SPHEAL is much faster rolling than walking to get around. When groups of this POKéMON eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.",3,0.8,39.5,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,50,50,0,20,Water1,Ground,255,58,1059860,Ordinary,70,40,50,55,50,25,290
364,Sealeo,sealeo,SEALEO has the habit of always juggling on the tip of its nose anything it sees for the first time. This POKéMON occasionally entertains itself by balancing and rolling a SPHEAL on its nose.,3,1.1,87.6,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,50,50,0,20,Water1,Ground,120,144,1059860,Ordinary,90,60,70,75,70,45,410
365,Walrein,walrein,WALREIN's two massively developed tusks can totally shatter blocks of ice weighing ten tons with one blow. This POKéMON's thick coat of blubber insulates it from subzero temperatures.,3,1.4,150.6,Ice,Water,Thick Fat,Ice Body,Oblivious,Blue,50,50,0,20,Water1,Ground,45,265,1059860,Ordinary,110,80,90,95,90,65,530
366,Clamperl,clamperl,CLAMPERL's sturdy shell is not only good for protection - it is also used for clamping and catching prey. A fully grown CLAMPERL's shell will be scored with nicks and scratches all over.,3,0.4,52.5,Water,,Shell Armor,,Rattled,Blue,50,50,0,20,Water1,,255,69,600000,Ordinary,35,64,85,74,55,32,345
367,Huntail,huntail,HUNTAIL's presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This POKéMON's eyes can see clearly even in the murky dark depths of the ocean.,3,1.7,27,Water,,Swift Swim,,Water Veil,Blue,50,50,0,20,Water1,,60,170,600000,Ordinary,55,104,105,94,75,52,485
368,Gorebyss,gorebyss,"GOREBYSS lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this POKéMON's body is unharmed by ordinary attacks.",3,1.8,22.6,Water,,Swift Swim,,Hydration,Pink,50,50,0,20,Water1,,60,170,600000,Ordinary,55,84,105,114,75,52,485
369,Relicanth,relicanth,RELICANTH is a POKéMON species that existed for a hundred million years without ever changing its form. This ancient POKéMON feeds on microscopic organisms with its toothless mouth.,3,1,23.4,Water,Rock,Swift Swim,Rock Head,Sturdy,Gray,87.5,12.5,0,40,Water1,Water2,25,170,1250000,Ordinary,100,90,130,45,65,55,485
370,Luvdisc,luvdisc,LUVDISC live in shallow seas in the tropics. This heart-shaped POKéMON earned its name by swimming after loving couples it spotted in the ocean's waves.,3,0.6,8.7,Water,,Swift Swim,,Hydration,Pink,25,75,0,20,Water2,,225,116,800000,Ordinary,43,30,55,40,65,97,330
371,Bagon,bagon,"BAGON has a dream of one day soaring in the sky. In doomed efforts to fly, this POKéMON hurls itself off cliffs. As a result of its dives, its head has grown tough and as hard as tempered steel.",3,0.6,42.1,Dragon,,Rock Head,,Sheer Force,Blue,50,50,0,40,Dragon,,45,60,1250000,Ordinary,45,75,60,40,30,50,300
372,Shelgon,shelgon,"Inside SHELGON's armor-like shell, cells are in the midst of transformation to create an entirely new body. This POKéMON's shell is extremely heavy, making its movements sluggish.",3,1.1,110.5,Dragon,,Rock Head,,Overcoat,White,50,50,0,40,Dragon,,45,147,1250000,Ordinary,65,95,100,60,50,50,420
373,Salamence,salamence,"SALAMENCE came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this POKéMON's cells, causing it to sprout its magnificent wings.",3,1.5,102.6,Dragon,Flying,Intimidate,,Moxie,Blue,50,50,0,40,Dragon,,45,300,1250000,Ordinary,95,135,80,110,80,100,600
374,Beldum,beldum,"Instead of blood, a powerful magnetic force courses throughout BELDUM's body. This POKéMON communicates with others by sending controlled pulses of magnetism.",3,0.6,95.2,Steel,Psychic,Clear Body,,Light Metal,Blue,0,0,100,40,Mineral,,3,60,1250000,Ordinary,40,55,80,35,60,30,300
375,Metang,metang,"When two BELDUM fuse together, METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system. By linking its brains magnetically, this POKéMON generates strong psychokinetic power.",3,1.2,202.5,Steel,Psychic,Clear Body,,Light Metal,Blue,0,0,100,40,Mineral,,3,147,1250000,Ordinary,60,75,100,55,80,50,420
376,Metagross,metagross,"METAGROSS has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This POKéMON can float in the air by tucking in its four legs.",3,1.6,550,Steel,Psychic,Clear Body,,Light Metal,Blue,0,0,100,40,Mineral,,3,300,1250000,Ordinary,80,135,130,95,90,70,600
377,Regirock,regirock,"REGIROCK was sealed away by people long ago. If this POKéMON's body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself.",3,1.7,230,Rock,,Clear Body,,Sturdy,Brown,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,80,100,200,50,100,50,580
